Mar 29 2025     02:29:07 am     Elt: 000609 Seconds.  Real Time: 000609
ID: No spectrum identifier defined
Memory Size: 16384 Chls  Conversion Gain: 0512  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,      233, 000
   5,      260, 000
   6,      201, 000
   7,      196, 000
   8,      137, 000
   9,      153, 000
  10,      125, 000
  11,      106, 000
  12,      113, 000
  13,       94, 000
  14,       95, 000
  15,       97, 000
  16,       83, 000
  17,       68, 000
  18,       63, 000
  19,       61, 000
  20,       56, 000
  21,       53, 000
  22,       59, 000
  23,       40, 000
  24,       42, 000
  25,       35, 000
  26,       42, 000
  27,       34, 000
  28,       39, 000
  29,       39, 000
  30,       31, 000
  31,       32, 000
  32,       28, 000
  33,       34, 000
  34,       30, 000
  35,       27, 000
  36,       30, 000
  37,       27, 000
  38,       20, 000
  39,       33, 000
  40,       18, 000
  41,       33, 000
  42,       26, 000
  43,       16, 000
  44,       14, 000
  45,       31, 000
  46,       22, 000
  47,       23, 000
  48,       11, 000
  49,       19, 000
  50,       14, 000
  51,       14, 000
  52,       17, 000
  53,       25, 000
  54,       22, 000
  55,       14, 000
  56,       12, 000
  57,       18, 000
  58,       15, 000
  59,       17, 000
  60,       15, 000
  61,       15, 000
  62,       18, 000
  63,       15, 000
  64,       22, 000
  65,        9, 000
  66,       18, 000
  67,       18, 000
  68,       21, 000
  69,       13, 000
  70,       14, 000
  71,        8, 000
  72,       13, 000
  73,       14, 000
  74,       12, 000
  75,       20, 000
  76,       11, 000
  77,       10, 000
  78,        9, 000
  79,        7, 000
  80,        7, 000
  81,        9, 000
  82,        5, 000
  83,       11, 000
  84,        9, 000
  85,        8, 000
  86,        7, 000
  87,        9, 000
  88,        7, 000
  89,        1, 000
  90,       11, 000
  91,       12, 000
  92,       13, 000
  93,        3, 000
  94,        3, 000
  95,        8, 000
  96,        5, 000
  97,        8, 000
  98,       13, 000
  99,        5, 000
 100,        8, 000
 101,        3, 000
 102,        7, 000
 103,        3, 000
 104,        5, 000
 105,        3, 000
 106,        4, 000
 107,        2, 000
 108,        4, 000
 109,       10, 000
 110,        6, 000
 111,        2, 000
 112,        6, 000
 113,        6, 000
 114,        6, 000
 115,        6, 000
 116,        5, 000
 117,        5, 000
 118,        6, 000
 119,        8, 000
 120,        5, 000
 121,        5, 000
 122,        3, 000
 123,        2, 000
 124,        5, 000
 125,        3, 000
 126,        4, 000
 127,        6, 000
 128,        2, 000
 129,        3, 000
 130,        4, 000
 131,        6, 000
 132,        6, 000
 133,        4, 000
 134,       12, 000
 135,        6, 000
 136,        4, 000
 137,        4, 000
 138,        3, 000
 139,        8, 000
 140,        6, 000
 141,        1, 000
 142,        9, 000
 143,        2, 000
 144,        5, 000
 145,        4, 000
 146,        7, 000
 147,        5, 000
 148,        4, 000
 149,        1, 000
 150,        5, 000
 151,        5, 000
 152,        1, 000
 153,        5, 000
 154,        3, 000
 155,        6, 000
 156,        3, 000
 157,        6, 000
 158,        3, 000
 159,        4, 000
 160,        3, 000
 161,        3, 000
 162,        5, 000
 163,        3, 000
 164,        2, 000
 165,        3, 000
 166,        1, 000
 167,        4, 000
 168,        4, 000
 169,        5, 000
 170,        3, 000
 171,        4, 000
 172,        5, 000
 173,        1, 000
 174,        3, 000
 175,        2, 000
 176,        1, 000
 177,        3, 000
 178,        5, 000
 179,        2, 000
 180,        9, 000
 181,        3, 000
 182,        4, 000
 183,        5, 000
 184,        8, 000
 185,        5, 000
 186,        2, 000
 187,        3, 000
 188,        5, 000
 189,        6, 000
 190,        4, 000
 191,        5, 000
 192,        4, 000
 193,        5, 000
 194,        3, 000
 195,        8, 000
 196,        5, 000
 197,        3, 000
 198,        4, 000
 199,        6, 000
 200,        5, 000
 201,        5, 000
 202,        2, 000
 203,        3, 000
 204,        6, 000
 205,        4, 000
 206,        7, 000
 207,        5, 000
 208,        1, 000
 209,        2, 000
 210,        7, 000
 211,        3, 000
 212,        6, 000
 213,        6, 000
 214,        4, 000
 215,        7, 000
 216,        4, 000
 217,        4, 000
 218,        5, 000
 219,        6, 000
 220,        3, 000
 221,        6, 000
 222,        7, 000
 223,        1, 000
 224,        5, 000
 225,        6, 000
 226,        5, 000
 227,        5, 000
 228,        5, 000
 229,        4, 000
 230,        6, 000
 231,        4, 000
 232,        5, 000
 233,        9, 000
 234,        3, 000
 235,        4, 000
 236,        7, 000
 237,        5, 000
 238,        3, 000
 239,        2, 000
 240,        3, 000
 241,        2, 000
 242,        6, 000
 243,        1, 000
 244,        4, 000
 245,        2, 000
 246,        1, 000
 247,        2, 000
 248,        5, 000
 249,        3, 000
 250,        3, 000
 251,        5, 000
 252,        7, 000
 253,        8, 000
 254,        6, 000
 255,        3, 000
 256,        4, 000
 257,        3, 000
 258,        2, 000
 259,        2, 000
 260,        0, 000
 261,        1, 000
 262,        0, 000
 263,        0, 000
 264,        0, 000
 265,        0, 000
 266,        0, 000
 267,        0, 000
 268,        0, 000
 269,        0, 000
 270,        0, 000
 271,        0, 000
 272,        0, 000
 273,        0, 000
 274,        0, 000
 275,        0, 000
 276,        0, 000
 277,        0, 000
 278,        0, 000
 279,        0, 000
 280,        0, 000
 281,        0, 000
 282,        0, 000
 283,        0, 000
 284,        0, 000
 285,        0, 000
 286,        0, 000
 287,        0, 000
 288,        0, 000
 289,        0, 000
 290,        0, 000
 291,        0, 000
 292,        0, 000
 293,        0, 000
 294,        0, 000
 295,        0, 000
 296,        0, 000
 297,        0, 000
 298,        0, 000
 299,        0, 000
 300,        0, 000
 301,        0, 000
 302,        0, 000
 303,        0, 000
 304,        0, 000
 305,        0, 000
 306,        0, 000
 307,        0, 000
 308,        0, 000
 309,        0, 000
 310,        0, 000
 311,        0, 000
 312,        0, 000
 313,        0, 000
 314,        0, 000
 315,        0, 000
 316,        0, 000
 317,        0, 000
 318,        0, 000
 319,        0, 000
 320,        0, 000
 321,        0, 000
 322,        0, 000
 323,        0, 000
 324,        0, 000
 325,        0, 000
 326,        0, 000
 327,        0, 000
 328,        0, 000
 329,        0, 000
 330,        0, 000
 331,        0, 000
 332,        0, 000
 333,        0, 000
 334,        0, 000
 335,        0, 000
 336,        0, 000
 337,        0, 000
 338,        0, 000
 339,        0, 000
 340,        0, 000
 341,        0, 000
 342,        0, 000
 343,        0, 000
 344,        0, 000
 345,        0, 000
 346,        0, 000
 347,        0, 000
 348,        0, 000
 349,        0, 000
 350,        0, 000
 351,        0, 000
 352,        0, 000
 353,        0, 000
 354,        0, 000
 355,        0, 000
 356,        0, 000
 357,        0, 000
 358,        0, 000
 359,        0, 000
 360,        0, 000
 361,        0, 000
 362,        0, 000
 363,        0, 000
 364,        0, 000
 365,        0, 000
 366,        0, 000
 367,        0, 000
 368,        0, 000
 369,        0, 000
 370,        0, 000
 371,        0, 000
 372,        0, 000
 373,        0, 000
 374,        0, 000
 375,        0, 000
 376,        0, 000
 377,        0, 000
 378,        0, 000
 379,        0, 000
 380,        0, 000
 381,        0, 000
 382,        0, 000
 383,        0, 000
 384,        0, 000
 385,        0, 000
 386,        0, 000
 387,        0, 000
 388,        0, 000
 389,        0, 000
 390,        0, 000
 391,        0, 000
 392,        0, 000
 393,        0, 000
 394,        0, 000
 395,        0, 000
 396,        0, 000
 397,        0, 000
 398,        0, 000
 399,        0, 000
 400,        0, 000
 401,        0, 000
 402,        0, 000
 403,        0, 000
 404,        0, 000
 405,        0, 000
 406,        0, 000
 407,        0, 000
 408,        0, 000
 409,        0, 000
 410,        0, 000
 411,        0, 000
 412,        0, 000
 413,        0, 000
 414,        0, 000
 415,        0, 000
 416,        0, 000
 417,        0, 000
 418,        0, 000
 419,        0, 000
 420,        0, 000
 421,        0, 000
 422,        0, 000
 423,        0, 000
 424,        0, 000
 425,        0, 000
 426,        0, 000
 427,        0, 000
 428,        0, 000
 429,        0, 000
 430,        0, 000
 431,        0, 000
 432,        0, 000
 433,        0, 000
 434,        0, 000
 435,        0, 000
 436,        0, 000
 437,        0, 000
 438,        0, 000
 439,        0, 000
 440,        0, 000
 441,        0, 000
 442,        0, 000
 443,        0, 000
 444,        0, 000
 445,        0, 000
 446,        0, 000
 447,        0, 000
 448,        0, 000
 449,        0, 000
 450,        0, 000
 451,        0, 000
 452,        0, 000
 453,        0, 000
 454,        0, 000
 455,        0, 000
 456,        0, 000
 457,        0, 000
 458,        0, 000
 459,        0, 000
 460,        0, 000
 461,        0, 000
 462,        0, 000
